model,val_roc_auc,val_pr_auc,test_roc_auc,test_pr_auc,val_Recall@1,val_NDCG@1,val_Recall@3,val_NDCG@3,val_Recall@5,val_NDCG@5,val_Recall@10,val_NDCG@10,test_Recall@1,test_NDCG@1,test_Recall@3,test_NDCG@3,test_Recall@5,test_NDCG@5,test_Recall@10,test_NDCG@10
Final hybrid: E5 similarity + TF-IDF OOF score + matching features + XGBoost,0.7007062736027256,0.316675577670512,0.6645980501460966,0.28989184175967453,0.7545727899687199,0.8426165803108808,0.9195515581037184,0.8963886153289723,0.9592192614437418,0.9113433738272176,0.9823990872059296,0.9198472441851836,0.7372211356180698,0.8202479338842975,0.9207176588587461,0.8899256062009572,0.9571727761094011,0.9028099300286145,0.9844007676852818,0.9126776580941192
